failure_id,payment_id,customer_id,subscription_id,failure_reason,retry_now_probability,wait_and_retry_probability,send_reminder_probability,payment_link_probability,update_payment_method_probability,no_action_probability
FAIL_001560,PAY_010455,CUST_0617,SUB_0617,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_001561,PAY_010456,CUST_0617,SUB_0617,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001562,PAY_010458,CUST_0617,SUB_0617,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001563,PAY_010464,CUST_0617,SUB_0617,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001564,PAY_010470,CUST_0617,SUB_0617,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001565,PAY_010471,CUST_0617,SUB_0617,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_001566,PAY_010516,CUST_0623,SUB_0623,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001567,PAY_010518,CUST_0623,SUB_0623,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001568,PAY_010519,CUST_0623,SUB_0623,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001569,PAY_010520,CUST_0623,SUB_0623,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001570,PAY_010522,CUST_0623,SUB_0623,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001571,PAY_010528,CUST_0623,SUB_0623,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001572,PAY_010530,CUST_0623,SUB_0623,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001573,PAY_010531,CUST_0623,SUB_0623,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001574,PAY_010534,CUST_0623,SUB_0623,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001575,PAY_010535,CUST_0623,SUB_0623,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001576,PAY_010538,CUST_0624,SUB_0624,AUTHENTICATION_FAILED,0.096,0.146,0.408,0.508,0.708,0.0
FAIL_001577,PAY_010557,CUST_0625,SUB_0625,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001578,PAY_010560,CUST_0625,SUB_0625,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001579,PAY_010563,CUST_0625,SUB_0625,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001580,PAY_010564,CUST_0625,SUB_0625,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001581,PAY_010578,CUST_0625,SUB_0625,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001582,PAY_010581,CUST_0626,SUB_0626,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001583,PAY_010591,CUST_0626,SUB_0626,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001584,PAY_010598,CUST_0626,SUB_0626,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001585,PAY_010599,CUST_0626,SUB_0626,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001586,PAY_010602,CUST_0626,SUB_0626,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001587,PAY_010608,CUST_0626,SUB_0626,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001588,PAY_010611,CUST_0627,SUB_0627,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001589,PAY_010620,CUST_0627,SUB_0627,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001590,PAY_010621,CUST_0627,SUB_0627,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001591,PAY_010622,CUST_0627,SUB_0627,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001592,PAY_010625,CUST_0627,SUB_0627,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001593,PAY_010627,CUST_0627,SUB_0627,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001594,PAY_010629,CUST_0627,SUB_0627,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001595,PAY_010630,CUST_0627,SUB_0627,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001596,PAY_010633,CUST_0627,SUB_0627,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001597,PAY_010635,CUST_0627,SUB_0627,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001598,PAY_010637,CUST_0627,SUB_0627,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001599,PAY_010640,CUST_0627,SUB_0627,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001600,PAY_010652,CUST_0628,SUB_0628,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001601,PAY_010666,CUST_0628,SUB_0628,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_001602,PAY_010667,CUST_0628,SUB_0628,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001603,PAY_010677,CUST_0629,SUB_0629,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_001604,PAY_010690,CUST_0629,SUB_0629,CARD_EXPIRED,0.0676,0.0676,0.2656,0.4456,0.8956,0.0
FAIL_001605,PAY_010707,CUST_0631,SUB_0631,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001606,PAY_010709,CUST_0631,SUB_0631,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001607,PAY_010711,CUST_0631,SUB_0631,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001608,PAY_010714,CUST_0631,SUB_0631,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001609,PAY_010715,CUST_0631,SUB_0631,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001610,PAY_010719,CUST_0631,SUB_0631,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001611,PAY_010720,CUST_0631,SUB_0631,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001612,PAY_010747,CUST_0633,SUB_0633,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001613,PAY_010748,CUST_0633,SUB_0633,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001614,PAY_010751,CUST_0633,SUB_0633,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001615,PAY_010752,CUST_0633,SUB_0633,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001616,PAY_010759,CUST_0633,SUB_0633,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001617,PAY_010760,CUST_0633,SUB_0633,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001618,PAY_010763,CUST_0634,SUB_0634,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001619,PAY_010764,CUST_0634,SUB_0634,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001620,PAY_010785,CUST_0635,SUB_0635,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_001621,PAY_010789,CUST_0635,SUB_0635,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001622,PAY_010798,CUST_0636,SUB_0636,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001623,PAY_010800,CUST_0636,SUB_0636,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001624,PAY_010801,CUST_0636,SUB_0636,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001625,PAY_010804,CUST_0636,SUB_0636,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001626,PAY_010806,CUST_0636,SUB_0636,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001627,PAY_010809,CUST_0636,SUB_0636,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001628,PAY_010810,CUST_0636,SUB_0636,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001629,PAY_010812,CUST_0636,SUB_0636,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001630,PAY_010814,CUST_0636,SUB_0636,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001631,PAY_010815,CUST_0636,SUB_0636,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001632,PAY_010817,CUST_0636,SUB_0636,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001633,PAY_010818,CUST_0636,SUB_0636,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001634,PAY_010819,CUST_0636,SUB_0636,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001635,PAY_010820,CUST_0636,SUB_0636,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001636,PAY_010822,CUST_0636,SUB_0636,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001637,PAY_010851,CUST_0638,SUB_0638,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001638,PAY_010859,CUST_0638,SUB_0638,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001639,PAY_010861,CUST_0638,SUB_0638,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001640,PAY_010866,CUST_0639,SUB_0639,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001641,PAY_010872,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001642,PAY_010875,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001643,PAY_010878,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001644,PAY_010880,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001645,PAY_010882,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001646,PAY_010883,CUST_0640,SUB_0640,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001647,PAY_010885,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001648,PAY_010887,CUST_0640,SUB_0640,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001649,PAY_010889,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001650,PAY_010891,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001651,PAY_010892,CUST_0640,SUB_0640,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001652,PAY_010894,CUST_0640,SUB_0640,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001653,PAY_010896,CUST_0640,SUB_0640,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001654,PAY_010897,CUST_0640,SUB_0640,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001655,PAY_010899,CUST_0640,SUB_0640,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001656,PAY_010914,CUST_0641,SUB_0641,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001657,PAY_010936,CUST_0642,SUB_0642,INSUFFICIENT_FUNDS,0.246,0.646,0.408,0.508,0.208,0.0
FAIL_001658,PAY_010942,CUST_0643,SUB_0643,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001659,PAY_010943,CUST_0643,SUB_0643,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_001660,PAY_010947,CUST_0643,SUB_0643,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001661,PAY_010948,CUST_0643,SUB_0643,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_001662,PAY_010949,CUST_0644,SUB_0644,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001663,PAY_010950,CUST_0644,SUB_0644,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001664,PAY_010952,CUST_0644,SUB_0644,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001665,PAY_010956,CUST_0644,SUB_0644,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001666,PAY_010957,CUST_0644,SUB_0644,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001667,PAY_010965,CUST_0644,SUB_0644,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001668,PAY_010992,CUST_0646,SUB_0646,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001669,PAY_010993,CUST_0646,SUB_0646,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001670,PAY_010994,CUST_0646,SUB_0646,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001671,PAY_010996,CUST_0646,SUB_0646,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001672,PAY_010997,CUST_0646,SUB_0646,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001673,PAY_011001,CUST_0647,SUB_0647,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001674,PAY_011004,CUST_0647,SUB_0647,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001675,PAY_011006,CUST_0647,SUB_0647,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001676,PAY_011007,CUST_0647,SUB_0647,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001677,PAY_011008,CUST_0647,SUB_0647,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001678,PAY_011014,CUST_0647,SUB_0647,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001679,PAY_011018,CUST_0647,SUB_0647,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001680,PAY_011020,CUST_0647,SUB_0647,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001681,PAY_011023,CUST_0647,SUB_0647,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001682,PAY_011024,CUST_0647,SUB_0647,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001683,PAY_011027,CUST_0647,SUB_0647,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001684,PAY_011029,CUST_0647,SUB_0647,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001685,PAY_011037,CUST_0648,SUB_0648,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001686,PAY_011052,CUST_0649,SUB_0649,INSUFFICIENT_FUNDS,0.246,0.646,0.408,0.508,0.208,0.0
FAIL_001687,PAY_011069,CUST_0650,SUB_0650,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001688,PAY_011070,CUST_0650,SUB_0650,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001689,PAY_011074,CUST_0650,SUB_0650,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001690,PAY_011075,CUST_0650,SUB_0650,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001691,PAY_011080,CUST_0650,SUB_0650,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001692,PAY_011081,CUST_0650,SUB_0650,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001693,PAY_011084,CUST_0650,SUB_0650,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001694,PAY_011088,CUST_0650,SUB_0650,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001695,PAY_011089,CUST_0650,SUB_0650,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001696,PAY_011092,CUST_0650,SUB_0650,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001697,PAY_011095,CUST_0651,SUB_0651,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001698,PAY_011096,CUST_0651,SUB_0651,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001699,PAY_011103,CUST_0652,SUB_0652,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001700,PAY_011104,CUST_0652,SUB_0652,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001701,PAY_011116,CUST_0654,SUB_0654,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_001702,PAY_011145,CUST_0657,SUB_0657,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
FAIL_001703,PAY_011188,CUST_0659,SUB_0659,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001704,PAY_011192,CUST_0659,SUB_0659,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001705,PAY_011195,CUST_0659,SUB_0659,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001706,PAY_011198,CUST_0659,SUB_0659,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001707,PAY_011202,CUST_0659,SUB_0659,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001708,PAY_011203,CUST_0659,SUB_0659,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001709,PAY_011206,CUST_0659,SUB_0659,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001710,PAY_011212,CUST_0660,SUB_0660,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_001711,PAY_011213,CUST_0660,SUB_0660,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001712,PAY_011218,CUST_0660,SUB_0660,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001713,PAY_011223,CUST_0660,SUB_0660,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001714,PAY_011230,CUST_0661,SUB_0661,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_001715,PAY_011233,CUST_0661,SUB_0661,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001716,PAY_011239,CUST_0661,SUB_0661,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001717,PAY_011242,CUST_0661,SUB_0661,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_001718,PAY_011268,CUST_0662,SUB_0662,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_001719,PAY_011270,CUST_0662,SUB_0662,AUTHENTICATION_FAILED,0.0676,0.1176,0.4156,0.5456,0.7456,0.0
FAIL_001720,PAY_011278,CUST_0663,SUB_0663,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001721,PAY_011283,CUST_0663,SUB_0663,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001722,PAY_011314,CUST_0665,SUB_0665,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001723,PAY_011315,CUST_0665,SUB_0665,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001724,PAY_011318,CUST_0665,SUB_0665,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_001725,PAY_011320,CUST_0665,SUB_0665,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001726,PAY_011326,CUST_0666,SUB_0666,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001727,PAY_011327,CUST_0666,SUB_0666,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001728,PAY_011330,CUST_0666,SUB_0666,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001729,PAY_011337,CUST_0666,SUB_0666,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001730,PAY_011343,CUST_0666,SUB_0666,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001731,PAY_011344,CUST_0666,SUB_0666,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001732,PAY_011352,CUST_0667,SUB_0667,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001733,PAY_011356,CUST_0668,SUB_0668,CARD_EXPIRED,0.096,0.096,0.258,0.408,0.858,0.0
FAIL_001734,PAY_011398,CUST_0670,SUB_0670,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001735,PAY_011399,CUST_0670,SUB_0670,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001736,PAY_011417,CUST_0671,SUB_0671,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001737,PAY_011439,CUST_0672,SUB_0672,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_001738,PAY_011448,CUST_0673,SUB_0673,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001739,PAY_011460,CUST_0675,SUB_0675,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001740,PAY_011461,CUST_0675,SUB_0675,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001741,PAY_011464,CUST_0675,SUB_0675,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001742,PAY_011470,CUST_0675,SUB_0675,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001743,PAY_011472,CUST_0675,SUB_0675,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001744,PAY_011475,CUST_0675,SUB_0675,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001745,PAY_011476,CUST_0675,SUB_0675,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001746,PAY_011483,CUST_0675,SUB_0675,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001747,PAY_011484,CUST_0675,SUB_0675,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001748,PAY_011489,CUST_0676,SUB_0676,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001749,PAY_011492,CUST_0676,SUB_0676,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001750,PAY_011493,CUST_0676,SUB_0676,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001751,PAY_011498,CUST_0676,SUB_0676,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001752,PAY_011500,CUST_0676,SUB_0676,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001753,PAY_011512,CUST_0676,SUB_0676,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001754,PAY_011515,CUST_0676,SUB_0676,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001755,PAY_011530,CUST_0679,SUB_0679,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001756,PAY_011537,CUST_0679,SUB_0679,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_001757,PAY_011541,CUST_0679,SUB_0679,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001758,PAY_011550,CUST_0679,SUB_0679,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001759,PAY_011564,CUST_0680,SUB_0680,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001760,PAY_011569,CUST_0680,SUB_0680,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001761,PAY_011571,CUST_0680,SUB_0680,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001762,PAY_011572,CUST_0680,SUB_0680,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001763,PAY_011574,CUST_0680,SUB_0680,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001764,PAY_011575,CUST_0680,SUB_0680,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001765,PAY_011577,CUST_0680,SUB_0680,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001766,PAY_011582,CUST_0680,SUB_0680,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001767,PAY_011583,CUST_0680,SUB_0680,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001768,PAY_011606,CUST_0682,SUB_0682,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_001769,PAY_011614,CUST_0682,SUB_0682,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
